"","name", "dam", "sire", "sex", "year"
"255","Abydos Red Hot Cutie","Abydos HG Angel Girl RBD HT","Heart of Gold Tell Me No Lies CD RE PT MX AXJ AXP AJP OF NFP"," Female", 2004 
"256","Abydos Singular Sensation","Redbuds Flamekist CD PT","Heartof Gold Makeitso Abydos CD PT HIC HCT JHD CGC TDI"," Female", 1998 
"257","Abydos Snuck Byewe","Abydos Want My Carnival Now PT","Abydos Twofoursixoone Hugo CD"," Male", 2003 
"258","Abydos Spicy Hot Punkin","Abydos HG Angel Girl RBD HT","Heart of Gold Tell Me No Lies CD RE PT MX AXJ AXP AJP OF NFP"," Female", 2004 
"259","Abydos Sunset Cecil B","Abydos Delightful Delia","Heart Of Gold Saint Nicholas HT PT RN HCT JHD CGC"," Male", 2003 
"260","Abydos Sunset Joe","Abydos Delightful Delia","Heart Of Gold Saint Nicholas HT PT RN HCT JHD CGC"," Male", 2003 
"261","Abydos Sunset Max The Butler","Abydos Delightful Delia","Heart Of Gold Saint Nicholas HT PT RN HCT JHD CGC"," Male", 2003 
"262","Abydos Sunset Norma D","Abydos Delightful Delia","Heart Of Gold Saint Nicholas HT PT RN HCT JHD CGC"," Female", 2003 
"263","Abydos Sweet Licorice","Abydos Want My Carnival Now PT","Camelot Spirit Of Westwind"," Male", 2005 
"264","Abydos T.O.M. Aspen","Abydos HG Angel Girl RBD HT","Heartof Gold Makeitso Abydos CD PT HIC HCT JHD CGC TDI"," Female", 1999 
"265","Abydos Twofoursixoone Hugo CD","Abydos HG Angels Touch RBD HT","Heart Of Gold Saint Nicholas HT PT RN HCT JHD CGC"," Male", 1999 
"266","Abydos Want My Carnival Now PT","Abydos HG Angels Touch RBD HT","Heart Of Gold Saint Nicholas HT PT RN HCT JHD CGC"," Female", 1999 
"267","Abydos Whisper Sweet Nuthins","Abydos Want My Carnival Now PT","Abydos Twofoursixoone Hugo CD"," Female", 2003 
"268","Abydos WHN H-LL Freezes Over","Abydos HG Angel Girl RBD HT","Heartof Gold Makeitso Abydos CD PT HIC HCT JHD CGC TDI"," Male", 1999 
"269","Abydos Wild West Spirit RN NJP CGC","Abydos Want My Carnival Now PT","Camelot Spirit Of Westwind"," Male", 2005 
"270","ABYGAIL Lisie Pysie","Welshclan's Jaunty Jessica","Flanagen Em v.d. Bockm�hle"," Female", 
"271","Acacia In Bloom","Mal Bagushy Patricia","Apriori Vip Shimmer Of Sunset"," Female", 2018 
"272","Accidempoli e Magnifico","Uszaki Lets Dance","Coedwig's Malachite RN HXAds STDc HTADIIIds OTDc ATDds HTDI-D,S VC ROMG"," Male", 2018 
"273","ACE ANGEL","Zamok Svyatogo Angela Bina","APRIORI VIP BRITISH SPAY"," Female", 2019 
"274","Ace In The Hole A Team Desert Corgis","Ms. G.W. Bell Of Empty Pockets Estates","Excalibur's Cowboy Cole"," Male", 2014 
"275","Ace x Jolie","",""," ", 
"276","Acer's A Roman Bronze","Imme's Aida Alvedans","Verdidas Gillis To Immes"," Male", 2006 
"277","Achilles z Irexu","Brawos Bis Dzierlatka Lisiura","Geestland's Solo Song"," Male", 2009 
"278","Acland Flash","Glesni","Ringbourne Gerwyn Bach"," Female", 1943 
"279","Aconitum vom Holledauer Bockerl","Ophelia zur Emsf�hre","Rubad-Harrow Brython"," Male", 2009 
"280","Aconitum's Big Handsom","Imme's Aida Alvedans","Verdidas Gillis To Immes"," Male", 2006 
"281","Action","Dilwel Sue Sue","Joseter Mudwin"," Male", 1975 
"282","Active And Curious","Mal Bagushy Patricia","Apriori Vip Shimmer Of Sunset"," Female", 2018 
"283","Actorginored","Giorsal Gwenda","Druidwood Celticblackcamelot"," ", 1997 
"284","Ada v.d.Besthmerberg","Stout Duchess v.d.Besthmerberg","Stout Jim v.d.Besthmerberg"," Female", 
"285","Adam Atom from The Small Hill Rebels","Bonnie from the Stone of Scone","Blåtirans Gandalf The Gray"," Male", 2013 
"286","Adam Corlan Gi","Bryn Mawr Lisiura","Beckrow Beg to Differ"," Male", 2000 
"287","Adam of Ivanmour","Golden Fluer of Medway","Tuahine Merribetson"," Male", 1975 
"288","Adam of Maurilyn","Sweet Ja-Rae of Kimchella","Dark Dandy of Kolguer"," Male", 1971 
"289","Adam v.d.Bockmuhle","Floatin' Pollyanna","Indiana Jones Earl v.d Griffelhof"," Male", 1996 
"290","Adam's Acres Plain Brwn Rappr","Adams Acres Lady Arwen","Adams' Acres Clever Trevor"," Male", 2004 
"291","Adams Acres Charished One","Adams Acres Holiday Charm AM CD ROMb","Mc Lea's Louisiana Purchase"," Female", 2002 
"292","Adams Acres Holiday Charm AM CD ROMb","Ula Mauna's Rhianna Glyfar","Adams Slick Willy O'Ulamauna"," Female", 1997 
"293","Adams Acres I'm Charming Mica","Adams Acres Holiday Charm AM CD ROMb","Mc Lea's Louisiana Purchase"," Female", 2002 
"294","Adams Acres Lady Arwen","Adams Acres Holiday Charm AM CD ROMb","Mc Lea's Louisiana Purchase"," Female", 2002 
"295","Adams Acres Lady Devonshire","Adams Acres Lady Arwen","Adams' Acres Clever Trevor"," Female", 2005 
"296","Adams Acres Lady Galadriel","Adams Acres Holiday Charm AM CD ROMb","Mc Lea's Louisiana Purchase"," Female", 2002 
"297","Adams Glenhill Snoopy","",""," Male", 2002 
"298","Adams Slick Willy O'Ulamauna","Ula Mauna's Amanda Blake","Dobcarr's Puccini Of Dorre Don"," Male", 1994 
"299","Adams Smokin Like Joe Amato","Adams Acres Holiday Charm AM CD ROMb","Ula Mauna's Sir Gawaine"," Male", 2000 
"300","Adams' Acres Aftershock","Adams Acres Lady Arwen","Adams' Acres Clever Trevor"," Female", 2005 
"301","Adams' Acres Clever Trevor","Adams Acres Holiday Charm AM CD ROMb","Ula Mauna's Sir Gawaine"," Male", 2000 
"302","Adams' Acres Git R Done","Nab's Blackbriar Of Clubs","Adams' Acres Clever Trevor"," Female", 2006 
"303","Adams' Acres K-Wynde Wyndsor","Adams Acres Lady Arwen","Adams' Acres Clever Trevor"," Female", 2005 
"304","Adams' Acres Mud Slide","Adams Acres Holiday Charm AM CD ROMb","Ula Mauna's Sir Gawaine"," Female", 1999 
"305","Adar Brno-Frost","Uszaki Empress Brilliant","Addanc Lucky Veles"," Male", 2011 
"306","Adda v Galloway Yard","Emy vom Voerder L�ndchen","Ali aus Cingkalard"," Female", 1987 
"307","Addanc Lucky Veles","Dakota Corlan Gi","Yardican Cardiridge Noki Niilo"," Male", 2006 
"308","Adderley Of Dolittle JP","",""," Male", 2000 
"309","Addiena Tailorscardi","Beautiful Dream Kasmir Moravia","Hashfan Villfred"," Female", 2017 
"310","Adel aus Botenwald","Creiwry Lucky Veles","Fest Axel"," Female", 2014 
"311","Adelaide","Cesrose Lisbeth","First Flock v.d. Veulen Hof"," Female", 1991 
"312","Adelaide","Rhossili Just Barnes","All Trade Gravytrain"," Female", 2006 
"313","Adele","Imme's Dixie Chick","Imme's Fatboy"," Female", 2011 
"314","Adele vom Forster Nei�eland","Fest Gina Prima Aprilis","Johann vom B�kerhook"," Female", 2009 
"315","Aderyn Du","Belene","Picwd"," Female", 1938 
"316","Adi vom Findlingsbrunnen","Jezalin Miss Mink","Jezalin Maestro"," Female", 1979 
"317","Adolf","Imago's One Pretty Finn","Imago's Xmas Party"," Male", 2010 
"318","Adonis aus der Schneiderstube","Badagri Heat of the Moment","Brawos Bis Dudus"," Male", 2011 
"319","Adonis de Tichelaar Corgi's","Alana from the Stone of Scone","Courtly's Brindle Lord Vaka Bangsi"," Male", 2010 
"320","ADONIS Gratia Superis","Uszaki Dodzilla DUR IR","Uszaki Falkor Luck Dragon"," Male", 2013 
"321","Adonis z Irexu","Brawos Bis Dzierlatka Lisiura","Geestland's Solo Song"," Male", 2009 
"322","Adonis' A Noble Lad","Imme's Aida Alvedans","Verdidas Gillis To Immes"," Male", 2006 
"323","Adorables D'Amélie Bellebrune","Wild Dream's Megara","Dantalian's New York"," Female", 2018 
"324","Adorables D'Amélie Bellegarde-Enforez","Wild Dream's Megara","Dantalian's New York"," Female", 2018 
"325","Adorables D'Amélie Bereziat","Wild Dream's Megara","Dantalian's New York"," Female", 2018 
"326","Adorables D'Amélie Bergerac","Wild Dream's Megara","Dantalian's New York"," Male", 2018 
"327","Adorables D'Amélie Betbezer D'Armagnac","Wild Dream's Megara","Dantalian's New York"," Male", 2018 
"328","Adorables D'Amélie Bibiche","Wild Dream's Megara","Dantalian's New York"," Female", 2018 
"329","Adorables D'Amélie Bolbec","Wild Dream's Megara","Dantalian's New York"," Male", 2018 
"330","Adorables D'Amélie Brest","Wild Dream's Megara","Dantalian's New York"," Male", 2018 
"331","Adrian","Imago's One Pretty Finn","Imago's Xmas Party"," Female", 2010 
"332","Adrian aus dem Feenring","Audrey from the Stone of Scone","Gowerston Graduate"," Male", 2012 
"333","Adrianna","Athena","Hova Bonde's Ace Ventura"," Female", 2012 
"334","Adschy-Rozavel zur Coerm�hle","Amiable Schira of the Royal Dog","Rowbarge Delaney"," Male", 1974 
"335","Adwyth Rex of Tresaith","Esmerald of Magna","West Country Crispin"," Male", 1972 
"336","Aeda Lucky Veles","Dakota Corlan Gi","Yardican Cardiridge Noki Niilo"," Male", 2006 
"337","Aedan Shining Sirius","Fest Delicja","Damian Corlan Gi"," Male", 2010 
"338","Aelwyd","Aelwyd Have Dessert First","Trailwyn Overnight Express"," Male", 1999 
"339","Aelwyd Aberlour","Aelwyd Glenmorangie","Aelwyd Pirate Program CAN CD"," Female", 1996 
"340","Aelwyd Aberwyvern Baklava","Redbud's Birthday Cake ROMb","Aelwyd Pirate Program CAN CD"," Female", 1996 
"341","Aelwyd Aberwyvern Bete Noire","Aelwyd Blacklisted","Aberwyvern Aelwyd Incorrigible"," Female", 2001 
"342","Aelwyd Aderyn Angws","Aelwyd Glenmorangie","Aelwyd Golygus Kokopelli"," Male", 1995 
"343","Aelwyd Aegir Of Almur AM CDX","Finnshavn Trailwyn Tarif","Twinroc Tiberius"," Male", 1981 
"344","AELWYD AFTER MIDNIGHT","Aelwyd After The Fox","Aelwyd Just Tri It"," Female", 2009 
"345","Aelwyd After The Fox","Reese's Intimate Suggestion","Cheysuli's Jumpin' Black Flash"," Female", 2005 
"346","Aelwyd Alexander The Great","",""," Male", 1992 
"347","Aelwyd Amazing Flying Fox","Reese's Intimate Suggestion","Cheysuli's Jumpin' Black Flash"," Female", 
"348","Aelwyd Amblin Dragon","Aelwyd Glenmorangie","Sisterwood's Ambler"," Male", 1998 
"349","Aelwyd Ambling Rose","Aelwyd Glenmorangie","Sisterwood's Ambler"," Female", 1998 
"350","Aelwyd American Cowboy","Reese's Intimate Suggestion","Aelwyd Just Tri It"," Female", 2006 
"351","Aelwyd Arylan I Walk the Line","Aelwyd After The Fox","Coedwig's Ring Of Fire"," Female", 2007 
"352","Aelwyd Ayers Gandy Dancer","Swansea Aelwyd Serendipity","Dorre Don's Incorrigible AM CD"," Male", 1974 
"353","Aelwyd Banachee Wysiwyg","Su-Ets Aelwyd Seren Lwcus","Aelwyd Pirate Program CAN CD"," Female", 1992 
"354","Aelwyd Bella Luna","Su-Ets Aelwyd Madam Mim","Aelwyd Pirate Program CAN CD"," Female", 2000 
"355","Aelwyd Black Dragoness","Finnshavn Trailwyn Tarif","Aelwyd Flaming Dragon"," Female", 1980 
"356","Aelwyd Black Nataska","Aelwyd Glenmorangie","Aelwyd Golygus Kokopelli"," Male", 1995 
"357","Aelwyd Blackjack","Aelwyd Blacklisted","Aberwyvern Aelwyd Incorrigible"," Male", 2001 
"358","Aelwyd Blacklisted","Aelwyd Rainbow Dancer","Spectrum Harlem Shuffle ROMs"," Female", 1997 
"359","Aelwyd Blue Chip","Finnshavn's Myfanwy","Davenitch English Toffee"," Male", 1991 
"360","Aelwyd Blue Dragon Flame","Aelwyd Mor-Forwyn","Coedwig's Marbeld Bircth"," Male", 1983 
"361","Aelwyd Brandy Buck Pippin","Aelwyd Foxglove Of Dorre Don CD","Dorre Don's Incorrigible AM CD"," Male", 1978 
"362","Aelwyd Butterscotch Ripple","Redbud's Birthday Cake ROMb","Aelwyd Pirate Program CAN CD"," Female", 1996 
"363","Aelwyd Cardhu","Aelwyd Glenmorangie","Aelwyd Pirate Program CAN CD"," Male", 1995 
"364","Aelwyd Cloak And Dagger","Aelwyd Rainbow Dancer","Aelwyd The Butler Did It"," Female", 1999 
"365","Aelwyd Dance With Me Henry","Redbud's Birthday Cake ROMb","Aelwyd Pirate Program CAN CD"," Male", 1996 
"366","Aelwyd Darci Elizabeth","Reese's Intimate Suggestion","Coedwig's Ring Of Fire"," Female", 2009 
"367","Aelwyd Dark And Stormy Night","Aelwyd Rainbow Dancer","Spectrum Harlem Shuffle ROMs"," Male", 1997 
"368","Aelwyd Deliefov Riley","Trilogy Aelwyd Alice May","Aelwyd Pirate Program CAN CD"," Male", 1993 
"369","Aelwyd Devils Food Cake","Aelwyd Have Dessert First","Sisterwood's Ambler"," Male", 2000 
"370","Aelwyd Don't Mess With Texas","Aelwyd Have Dessert First","Trailwyn Overnight Express"," Male", 1999 
"371","Aelwyd Dona Ana","Reese's Intimate Suggestion","Aelwyd Just Tri It"," Female", 2006 
"372","Aelwyd Dream Come True","Su-Ets Aelwyd Madam Mim","Aelwyd Pirate Program CAN CD"," Male", 2000 
"373","Aelwyd Dunrovin Caol Ila","Aelwyd Glenmorangie","Sisterwood's Ambler"," Female", 1998 
"374","Aelwyd Dust Devil","Su-Ets Aelwyd Madam Mim","Aelwyd Golygus Kokopelli"," Male", 2002 
"375","Aelwyd Dylan","Gayle's Lady Llewellyn","Aelwyd Pirate Program CAN CD"," Male", 1994 
"376","Aelwyd El Milagro","Reese's Intimate Suggestion","Aelwyd Just Tri It"," Male", 2006 
"377","Aelwyd Emma Peel","Aelwyd Rainbow Dancer","Aelwyd The Butler Did It"," Female", 1999 
"378","Aelwyd Escape Tylor","Finnshavn's Myfanwy","Davenitch English Toffee"," Male", 1991 
"379","Aelwyd Ffallian Fasolt AM CD","Finnshavn's Helen McLeod","Aelwyd Flaming Dragon"," Male", 1987 
"380","Aelwyd Finnshavn Dragon Fire","Finnshavn's Helen McLeod","Aelwyd Red Hot Dragon AM CAN MEX CD"," Female", 1988 
"381","Aelwyd Finnshavn Keridwen","Finnshavn's Myfanwy","Selah Selwyn Sage Esquire"," Female", 1990 
"382","Aelwyd Finnshavn Moonshine CAN AM BDA CD","Finnshavn Trailwyn Tarif","Pera Brigwyn Blue UD TD ROMs"," Female", 1977 
"383","Aelwyd Finnshavn Morrigan","Finnshavn's Myfanwy","Selah Selwyn Sage Esquire"," Female", 1990 
"384","Aelwyd Fireside Soniador","Reese's Intimate Suggestion","Aelwyd Just Tri It"," Female", 2006 
"385","Aelwyd Flaming Dragon","Aelwyd Foxglove Of Dorre Don CD","Dorre Don's Incorrigible AM CD"," Male", 1978 
"386","Aelwyd Flaming Ember","Finnshavn Black Dragon Smoke","Aelwyd Hotspur"," Female", 1987 
"387","Aelwyd Fox Mulder","Reese's Intimate Suggestion","Cheysuli's Jumpin' Black Flash"," Male", 2005 
"388","Aelwyd Fox Plus","Su-Ets Aelwyd Seren Lwcus","Aelwyd Pirate Program CAN CD"," Male", 1992 
"389","Aelwyd Foxglove Of Dorre Don CD","Dorre Don Serchus Of Winsdown UD ROMs","Sirax Apollinaris Cori CD"," Female", 1973 
"390","Aelwyd Foxie Megan-Jones UD TD","Aelwyd Foxglove Of Dorre Don CD","Dorre Don's Incorrigible AM CD"," Female", 1978 
"391","Aelwyd Foxy Program","Gayle's Lady Llewellyn","Aelwyd Pirate Program CAN CD"," Female", 1994 
"392","Aelwyd Fuzz Buster","Su-Ets Aelwyd Madam Mim","Aelwyd Golygus Kokopelli"," Male", 2002 
"393","Aelwyd Glengarioch","Aelwyd Glenmorangie","Aelwyd Pirate Program CAN CD"," Male", 1995 
"394","Aelwyd Glenmorangie","Aelwyd Perika Blaze Starr","Cardach B N B's Ceneu Flash ROMb"," Female", 1993 
"395","Aelwyd Glynhavn Rebel Fyre HIC","Finnshavn's Helen McLeod","Aelwyd Flaming Dragon"," Male", 1987 
"396","Aelwyd Golygus Barcud","Su-Ets Aelwyd Seren Lwcus","Aelwyd Pirate Program CAN CD"," Female", 1992 
"397","Aelwyd Golygus Dream Catcher","Aelwyd Glenmorangie","Aelwyd Golygus Kokopelli"," Female", 1995 
"398","Aelwyd Golygus Kokopelli","Trilogy Aelwyd Alice May","Aelwyd Pirate Program CAN CD"," Male", 1993 
"399","Aelwyd Governor Moonbeam","Aelwyd Lemony Snicket","Aelwyd El Milagro"," Male", 2010 
"400","Aelwyd Have Dessert First","Redbud's Birthday Cake ROMb","Aelwyd Pirate Program CAN CD"," Female", 1996 
"401","Aelwyd Helen Macinnes","Finnshavn's Myfanwy","Davenitch English Toffee"," Female", 1991 
"402","Aelwyd Hololo Umtoinaka","Aelwyd Glenmorangie","Aelwyd Golygus Kokopelli"," Male", 1995 
"403","Aelwyd Honeymoon's Over","Aelwyd Lemony Snicket","Aelwyd El Milagro"," Female", 2010 
"404","Aelwyd Hot Chocolate","Trailwyn Aelwyd Fur Elise","Jezalin Hot Toddy"," Male", 1987 
"405","Aelwyd Hotspur","Vestavia's Elfin Treasure","Jezalin Hot Toddy"," Male", 1986 
"406","Aelwyd Icing On The Cake","Aelwyd Have Dessert First","Sisterwood's Ambler"," Male", 2000 
"407","Aelwyd Joe","Aelwyd Rainbow Dancer","Spectrum Harlem Shuffle ROMs"," Male", 1997 
"408","Aelwyd Judge Emily Murphy","Finnshavn's Helen McLeod","Aelwyd Hotspur"," Female", 1989 
"409","Aelwyd Just Tri It","Su-Ets Aelwyd Madam Mim","Aelwyd Golygus Kokopelli"," Male", 2002 
"410","Aelwyd La Sola Mia","Aelwyd Such A Holiday","Aelwyd Just Tri It"," Female", 2004 
"411","Aelwyd Lady Of The Lake","Finnshavn's Myfanwy","Selah Selwyn Sage Esquire"," Female", 1990 
"412","Aelwyd Ladybug","Aelwyd Have Dessert First","Trailwyn Overnight Express"," Female", 1999 
"413","Aelwyd Lang Syne","Aelwyd Mor-Forwyn","Twinroc Tiberius"," Male", 1984 
"414","Aelwyd Larchmont Harrington","Aelwyd Foxglove Of Dorre Don CD","Larchmont Winsdown Vintage"," Male", 1976 
"415","Aelwyd Lemony Snicket","Aelwyd Little Fox Of Escher","Coedwig's Ring Of Fire"," Female", 2008 
"416","Aelwyd Lismore","Aelwyd Glenmorangie","Aelwyd Pirate Program CAN CD"," Female", 1996 
"417","Aelwyd Little Fox Of Escher","Reese's Intimate Suggestion","Cheysuli's Jumpin' Black Flash"," Female", 2005 
"418","Aelwyd Lord Bentley","Finnshavn Trailwyn Tarif","Twinroc Tiberius"," Male", 1981 
"419","Aelwyd Lucinda Ravenstreak","Aelwyd Have Dessert First","Sisterwood's Ambler"," Female", 2000 
"420","Aelwyd Lysistrata","Aelwyd Blacklisted","Aberwyvern Aelwyd Incorrigible"," Female", 2001 
"421","Aelwyd Macallan","Aelwyd Glenmorangie","Aelwyd Pirate Program CAN CD"," Male", 1996 
"422","Aelwyd Masked Man Of Rhyl","Finnshavn Trailwyn Tarif","Pera Brigwyn Blue UD TD ROMs"," Male", 1977 
"423","Aelwyd Maxwell Demon","Trilogy Aelwyd Alice May","Aelwyd Pirate Program CAN CD"," Male", 1993 
"424","Aelwyd McGuinnes McGee","Finnshavn's Helen McLeod","Aelwyd Red Hot Dragon AM CAN MEX CD"," Male", 1988 
"425","Aelwyd Miss Marple","Aelwyd Rainbow Dancer","Aelwyd The Butler Did It"," Female", 1999 
"426","Aelwyd Mistress Of The Dark","Su-Ets Aelwyd Madam Mim","Aelwyd Pirate Program CAN CD"," Female", 2000 
"427","Aelwyd Misty Leewlyn Morgan","Su-Ets Aelwyd Madam Mim","Aelwyd Icing On The Cake"," Female", 2002 
"428","Aelwyd Molly Dragon","Finnshavn Trailwyn Tarif","Aelwyd Flaming Dragon"," Female", 1980 
"429","Aelwyd Moon Shadow","Aelwyd Lemony Snicket","Aelwyd El Milagro"," Female", 2010 
"430","Aelwyd Moonstruck","Aelwyd Lemony Snicket","Aelwyd El Milagro"," Female", 2010 
"431","Aelwyd Mor-Forwyn","Aelwyd Titania","Aelwyd Flaming Dragon"," Female", 1982 
"432","Aelwyd Muktuk Annie CD","Aelwyd Mor-Forwyn","Twinroc Tiberius"," Female", 1984 
"433","Aelwyd Nab's Psychic Bid","Nab's Favorite Whist ROMb","Nab's Aelwyd Over Trump"," Female", 1992 
"434","Aelwyd Nab's Thirteenth Trump","Finnshavn's Helen McLeod","Aelwyd Flaming Dragon"," Male", 1987 
"435","Aelwyd Norman Invader CD","Aelwyd Foxglove Of Dorre Don CD","Dorre Don's Incorrigible AM CD"," Male", 1978 
"436","Aelwyd Old Devil Moon","Aelwyd Lemony Snicket","Aelwyd El Milagro"," Female", 2010 
"437","Aelwyd Old Man Of The Sea","Redbud's Birthday Cake ROMb","Aelwyd Pirate Program CAN CD"," Male", 1997 
"438","Aelwyd Owain Ap Gruffydd","Aelwyd Dona Ana","Cheysuli's Jumpin' Black Flash"," Male", 2010 
"439","Aelwyd Partner In Crime","Aelwyd Rainbow Dancer","Aelwyd The Butler Did It"," Male", 1999 
"440","Aelwyd Party Favor","Redbud's Birthday Cake ROMb","Aelwyd Pirate Program CAN CD"," Female", 1996 
"441","Aelwyd Pendragon","Finnshavn Trailwyn Tarif","Aelwyd Flaming Dragon"," Male", 1980 
"442","Aelwyd Perika Blaze Starr","Finnshavn's Helen McLeod","Aelwyd Hotspur"," Female", 1989 
"443","Aelwyd Pie In The Sky","Aelwyd Have Dessert First","Sisterwood's Ambler"," Male", 2000 
"444","Aelwyd Piece Of The Rock","Su-Ets Aelwyd Madam Mim","Aelwyd Icing On The Cake"," Male", 2002 
"445","Aelwyd Pin The Tail On Me","Redbud's Birthday Cake ROMb","Aelwyd Pirate Program CAN CD"," Female", 1996 
"446","Aelwyd Pink Champagne","Aelwyd After The Fox","Coedwig's Ring Of Fire"," Female", 2007 
"447","Aelwyd Pirate Program CAN CD","Finnshavn's Myfanwy","Davenitch English Toffee"," Male", 1991 
"448","Aelwyd Prince Albert","Aelwyd Foxglove Of Dorre Don CD","Larchmont Winsdown Vintage"," Male", 1976 
"449","Aelwyd Professor Moriarty","Aelwyd Rainbow Dancer","Aelwyd The Butler Did It"," Male", 1999 
"450","Aelwyd Rainbow Dancer","Aelwyd Glenmorangie","Aelwyd Golygus Kokopelli"," Female", 1995 
"451","Aelwyd Red Hot Dragon AM CAN MEX CD","Finnshavn Trailwyn Tarif","Aelwyd Flaming Dragon"," Male", 1980 
"452","Aelwyd Rock Solid "Roscoe"","Su-Ets Aelwyd Madam Mim","Aelwyd Icing On The Cake"," Male", 2002 
